code_insee,is_zrr
01240,False
01241,False
01242,False
01243,False
01244,False
01245,False
01246,False
01247,False
01248,False
01249,False
01250,False
01252,False
01254,False
01255,False
01257,False
01258,False
01259,False
01260,False
01261,False
01262,False
01263,False
01264,False
01265,False
01266,False
01267,False
01268,False
01269,False
01272,False
01273,False
01274,False
01275,False
01276,False
01277,False
01279,False
01280,False
01281,False
01282,True
01283,False
01284,False
01285,False
01286,False
01288,False
01289,False
01290,False
01291,False
01293,False
01294,False
01295,False
01296,False
01297,False
01298,False
01299,False
01301,False
01302,False
01303,False
01304,False
01305,False
01306,False
01307,False
01308,False
01309,False
01310,False
01311,False
01313,False
01314,False
01317,False
01318,False
01319,False
01320,False
01321,False
01322,False
01323,False
01325,False
01328,False
01329,False
01330,False
01331,False
01332,False
01333,False
01334,False
01335,False
01336,False
01337,False
01338,False
01339,False
01342,False
01343,False
01344,False
01345,False
01346,False
01347,False
01348,False
01349,False
01350,False
01351,False
01352,False
01353,False
01354,False
01355,False
01356,False
01357,False
01358,False
01359,False
01360,False
01361,False
01362,False
01363,False
01364,True
01365,False
01366,False
01367,True
01368,False
01369,False
01370,False
01371,False
01372,False
01373,False
01374,False
01375,False
01376,False
01378,False
01379,False
01380,True
01381,False
01382,False
01383,False
01384,False
01385,False
01386,False
01387,False
01388,True
01389,False
01390,False
01391,False
01392,False
01393,False
01396,False
01397,False
01398,False
01399,False
01400,False
01401,False
01402,False
01403,False
01404,False
01405,False
01406,True
01407,False
01408,False
01410,False
01411,False
01412,False
01415,False
01416,False
01418,False
01419,False
01420,False
01421,False
01422,False
01423,False
01424,False
01425,False
01426,False
01427,False
01428,False
01429,False
01430,False
01431,False
01432,False
01433,True
01434,False
01435,False
01436,False
01437,True
01439,False
01441,True
01443,False
01444,False
01445,False
01446,False
01447,False
01448,False
01449,False
01450,False
01451,False
01452,False
01453,False
01454,False
01456,False
01457,False
02001,False
02002,False
02003,False
02004,True
02005,True
02006,True
02007,True
02008,False
02009,True
02010,False
02011,False
02012,True
02013,True
02014,False
02015,False
02016,False
02017,False
02018,True
02019,False
02020,True
02021,True
02022,True
02023,True
02024,False
02025,False
02027,True
02028,False
02029,False
02030,False
02031,True
02032,False
02033,True
02034,False
02035,True
02036,False
02037,False
02038,True
02039,True
02040,True
02041,False
02042,True
02043,False
02044,True
02046,True
02047,True
02048,True
02049,True
02050,True
02051,True
02052,True
02053,True
02054,False
02055,True
02056,False
02057,False
02058,True
02059,False
02060,False
02061,False
02062,True
02063,False
02064,False
02065,False
02066,True
02067,True
02068,True
02069,True
02070,True
02071,False
02072,True
02073,True
02074,False
02075,True
02076,True
02077,False
02078,True
02079,True
02080,False
02081,False
02082,True
02083,True
02084,False
02085,True
02086,False
02087,False
02088,False
02089,False
02090,True
02091,False
02093,True
02094,True
02095,False
02096,True
02097,True
02098,True
02099,True
02100,False
02101,True
02102,True
02103,True
02104,True
02105,True
02106,True
02107,True
02108,True
02109,True
02110,False
02111,True
02112,False
02114,True
02115,True
02116,True
02117,False
02118,False
02119,True
02120,False
02121,True
02122,False
02123,True
02124,True
02125,True
02126,True
02127,True
02128,False
02129,False
02130,True
02131,False
02132,False
02133,True
02134,True
02135,True
02136,True
02137,True
02138,True
02139,False
02140,True
02141,True
02142,False
02143,False
02144,False
02145,False
02146,True
02148,False
02149,True
02150,True
02151,False
02152,False
02153,True
02154,True
02155,True
02156,True
02157,False
02158,True
02159,True
02160,True
02162,False
02163,False
02164,True
02165,False
02166,True
02167,False
02168,True
02169,True
02170,True
02171,True
02172,True
02173,False
02174,False
02175,False
02176,False
02177,False
02178,True
02179,False
02180,True
02181,True
02182,True
02183,True
02184,True
02185,True
02186,False
02187,True
02188,True
02189,True
02190,False
02191,False
02192,False
02193,True
02194,True
02195,False
02196,False
02197,True
02198,False
02199,False
02200,True
02201,False
02203,True
02204,True
02205,True
02206,True
02207,False
02208,True
02209,True
02210,False
02211,True
02212,False
02213,True
02214,False
02215,True
02216,False
02217,True
02218,True
02219,True
02220,True
02221,False
02222,False
02223,True
02224,False
02225,True
02226,False
02227,True
02228,True
02229,True
02230,False
02231,True
02232,False
02233,True
02234,True
02235,True
02236,True
02237,True
02238,False
02239,True
02240,False
02241,True
02242,False
02243,False
02244,True
02245,False
02246,False
02248,True
02249,True
02250,True
02251,True
02252,True
02253,False
02254,False
02255,False
02256,True
02257,False
02258,False
02259,False
02260,False
02261,True
02262,False
02263,False
02264,True
02265,True
02266,True
02267,False
02268,False
02269,True
02270,False
02271,True
02272,True
02273,False
02274,True
02275,True
02276,True
02277,False
02278,True
02279,True
02280,True
02281,False
02282,False
02283,True
02284,True
02286,True
02287,True
02288,False
02289,False
02290,True
02291,False
02292,True
02293,False
02294,False
02295,True
02296,False
02297,True
02298,True
02299,True
02302,False
02303,False
02304,False
02305,True
02306,True
02307,False
02308,True
02309,False
02310,False
02311,False
02312,True
02313,True
02315,False
02316,False
02317,False
02318,True
02319,False
02320,False
02321,True
02322,False
02323,False
02324,True
02326,False
02327,False
02328,True
02329,False
02330,False
02331,True
02332,True
02333,True
02334,False
02335,False
02336,False
02337,True
02338,True
02339,True
02340,False
02341,True
02342,True
02343,False
02345,True
02346,True
02347,True
02349,True
02350,True
02351,True
02352,False
02353,True
02354,True
02355,False
02356,True
02357,True
02358,True
02359,False
02360,True
02361,True
02362,False
02363,True
02364,True
02366,True
02367,False
02368,False
02369,True
02370,False
02371,False
02372,True
02373,True
02374,False
02375,True
02376,True
02377,True
02378,True
02379,True
02380,True
02381,True
02382,False
02383,False
02384,True
02385,True
02386,True
02387,True
02388,True
02389,True
02390,False
02391,True
02392,False
02393,False
02395,True
02396,True
02397,False
02398,False
02399,True
02400,False
02401,True
02402,False
02403,True
02404,True
02405,True
02406,True
02407,False
02408,False
02409,True
02410,False
02411,True
02412,True
02413,False
02414,True
02415,False
02416,True
02417,False
02418,True
02419,True
02420,False
02421,False
02422,True
02423,True
02424,False
02425,True
02426,False
02427,False
02428,True
02429,True
02430,True
02431,False
02432,False
02433,True
02435,True
02438,False
02439,False
02440,True
02441,False
02442,True
02443,False
02444,True
02445,True
02446,True
02447,True
02448,True
02449,False
02450,True
02451,False
02452,False
02453,True
02454,True
02455,True
02456,False
02457,True
02458,True
02459,False
02460,True
02461,False
02462,True
02463,True
02464,False
02465,False
02466,False
02467,False
02468,True
02469,True
02470,True
02471,True
02472,True
02473,False
02474,False
02476,True
02477,False
02478,True
02480,True
02481,False
02482,True
02483,True
02484,True
02485,False
02486,True
02487,False
02488,True
02489,False
02490,False
02491,True
02492,False
02493,True
02494,True
02495,True
02496,False
02497,False
02498,True
02499,True
02500,False
02501,False
02502,True
02503,True
02504,False
02505,False
02506,False
02507,True
02508,True
02509,True
02510,True
02511,False
02512,True
02513,True
02514,False
02515,True
02516,True
02517,True
02518,True
02519,True
02520,False
02521,False
02522,True
02523,False
02524,True
02525,False
02526,True
02527,False
02528,False
02529,True
02530,True
02531,True
02532,True
02533,True
02534,True
02535,True
02536,True
02537,False
02538,True
02539,False
02540,True
02541,True
02542,False
02543,True
02544,True
02545,True
02546,False
02547,True
02548,True
02549,False
02550,True
02551,False
02552,True
02553,True
02554,True
02555,False
02556,True
02557,False
02558,True
02559,True
02560,True
02561,False
02562,False
02563,True
02564,False
02565,True
02566,False
02567,True
02568,False
02569,True
02570,False
02571,False
02572,True
02573,False
02574,True
02575,True
02576,False
02577,False
02578,True
02579,True
02580,True
02581,False
02582,True
02583,True
02584,True
02585,True
02586,True
02587,False
02588,True
02589,False
02590,True
02591,True
02592,True
02593,False
02594,False
02595,True
02596,False
02598,False
02599,False
02600,True
02601,True
02602,True
02604,False
02605,True
02606,True
02607,False
02608,True
02609,True
02610,False
02612,False
02613,True
02614,False
02615,False
02616,True
02617,True
02618,False
02619,True
02620,False
02621,False
02622,True
02623,True
02624,True
02625,True
02626,True
02627,True
02628,False
02629,True
02631,False
02632,True
02633,False
02634,True
02635,False
02636,True
02637,False
02638,True
02639,True
02640,True
02641,True
02642,True
02643,False
02644,False
02645,True
02647,True
02648,True
02649,True
02650,True
02651,False
02652,True
02653,False
02654,True
02655,True
02656,True
02657,True
02658,False
02659,False
02660,True
02661,True
02662,True
02663,True
02664,True
02665,True
02666,True
02667,False
02668,True
02670,True
02671,True
02672,False
02673,False
02674,True
02675,True
02676,True
02677,True
02678,True
02679,True
02680,False
02681,True
02682,False
02683,True
02684,True
02685,False
02686,True
02687,False
02688,True
02689,True
02690,True
02691,False
02693,True
02694,False
02695,False
02696,True
02697,False
02698,False
02699,True
02701,False
02702,False
02703,False
02704,True
02705,True
02706,False
02707,True
02708,False
02709,False
02710,False
02711,False
02712,True
02713,True
02714,False
02715,False
02716,False
02717,True
02718,False
02719,False
02720,True
02721,True
02722,False
02723,True
02724,True
02725,True
02726,False
02727,True
02728,True
02729,False
02730,False
02731,True
02732,True
02734,False
02735,False
02736,False
02737,True
02738,False
02739,False
02740,True
02741,True
02742,True
02743,True
02744,True
02745,True
02746,False
02747,False
02748,True
02749,False
02750,True
02751,True
02752,False
02753,True
02754,False
02755,True
02756,True
02757,True
02758,False
02759,True
02760,True
02761,True
02762,False
02763,False
02764,True
02765,False
02766,False
02767,False
02768,True
02769,True
02770,False
02772,False
02773,False
02774,False
02775,True
02776,False
02777,False
02778,True
02779,True
02780,False
02781,True
02782,False
02783,True
02784,True
02785,False
02786,True
02787,True
02788,False
02789,True
02790,True
02791,False
02792,False
02793,False
02794,True
02795,False
02796,True
02797,False
02798,False
02799,True
02800,True
02801,True
02802,True
02803,True
02804,True
02805,False
02806,True
02807,False
02808,False
02809,True
02810,False
02812,False
02813,True
02814,True
02815,False
02816,True
02817,False
02818,False
02819,True
02820,False
02821,False
02822,False
02823,True
02824,False
02826,True
02827,True
02828,False
02829,False
02830,True
02831,True
02832,True
02833,True
02834,True
03001,False
03002,True
03003,True
03004,True
03005,True
03006,True
03007,True
03008,True
03009,True
03010,True
03011,True
03012,True
03013,True
03014,True
03015,True
03016,True
03017,True
03018,True
03019,True
03020,True
03021,True
03022,True
03023,False
03024,True
03025,True
03026,True
03027,True
03028,True
03029,False
03030,True
03031,True
03032,True
03033,False
03034,True
03035,True
03036,True
03037,True
03038,True
03039,True
03040,True
03041,True
03042,True
03043,True
03044,False
03045,False
03046,True
03047,True
03048,True
03049,True
03050,True
03051,True
03052,True
03053,True
03054,True
03055,True
03056,True
03057,True
03058,True
03059,True
03060,False
03061,True
03062,True
03063,True
03064,True
03065,True
03066,True
03067,True
03068,True
03069,True
03070,True
03071,True
03072,True
03073,True
03074,True
03075,True
03076,True
03077,True
03078,True
03079,True
03080,False
03081,True
03082,True
03083,True
03084,True
03085,True
03086,True
03087,True
03088,True
03089,True
03090,True
03091,True
03092,True
03093,False
03094,False
03095,False
03096,True
03097,True
03098,False
03099,True
03100,True
03101,False
03102,True
03103,True
03104,True
03105,True
03106,True
03107,True
03108,True
03109,True
03110,False
03111,True
03112,True
03113,True
03114,True
03115,True
03116,True
03117,True
03118,True
03119,True
03120,True
03121,True
03122,True
03124,True
03125,True
03126,False
03127,True
03128,True
03129,True
03130,True
03131,True
03132,True
03133,True
03134,True
03135,True
03136,False
03137,True
03138,True
03139,True
03140,False
03141,True
03142,True
03143,True
03144,True
03145,False
03146,True
03147,True
03148,True
03149,True
03150,True
03151,True
03152,True
03154,True
03155,True
03156,True
03157,False
03158,True
03159,True
03160,True
03161,True
03162,True
03163,False
03164,True
03165,True
03166,True
03167,True
03168,True
03169,True
03170,True
03171,True
03172,True
03173,True
03174,True
03175,True
03176,True
03177,True
03178,True
03179,True
03180,True
03181,True
03182,True
03183,True
03184,True
03185,False
03186,True
03187,True
03188,True
03189,True
03190,True
03191,True
03192,True
03193,True
03194,True
03195,True
03196,True
03197,True
03198,True
03200,True
03201,True
03202,True
03203,True
03204,True
03205,True
03206,True
03207,True
03208,True
03209,True
03210,True
03211,False
03212,False
03213,True
03214,True
03215,True
03216,True
03217,True
03218,True
03219,True
03220,True
03221,True
03222,True
03223,True
03224,True
03225,True
03226,True
03227,True
03228,True
03229,True
03230,True
03231,True
03232,True
03233,True
03234,True
03235,True
03236,False
03237,True
03238,True
03239,True
03240,True
03241,True
03242,True
03243,True
03244,True
03245,True
03246,True
03247,True
03248,True
03249,True
03250,True
03251,True
03252,True
03253,True
03254,True
03255,True
03256,True
03257,True
03258,False
03259,True
03260,True
03261,True
03262,False
03263,True
03264,False
03265,True
03266,True
03267,True
03268,True
03269,True
03270,True
03271,False
03272,True
03273,False
03274,True
03275,True
03276,True
03277,True
03278,True
03279,False
03280,True
03281,True
03282,True
03283,True
03284,True
03285,True
03286,True
03287,True
03288,True
03289,True
03290,True
03291,True
03292,True
03293,True
03294,True
03295,True
03296,True
03297,True
03298,True
03299,True
03300,True
03301,True
03302,True
03303,True
03304,False
03305,True
03306,False
03307,True
03308,True
03309,True
03310,False
03311,True
03312,True
03313,True
03314,True
03315,True
03316,True
03317,True
03319,True
03320,True
03321,True
04001,True
04004,True
04005,True
04006,True
04007,True
04008,True
04009,True
04012,True
04013,False
04016,True
04017,True
04018,True
04019,True
04020,True
04021,True
04022,True
04023,True
04024,True
04025,True
04026,True
04027,True
04028,True
04030,True
04031,True
04032,True
04033,True
04034,False
04035,True
04036,True
04037,True
04039,True
04040,True
04041,True
04042,True
04043,True
04045,True
04046,True
04047,True
04049,True
04050,True
04051,True
04053,False
04054,True
04055,True
04057,True
04058,True
04059,True
04061,True
04062,True
04063,False
04065,True
04066,True
04067,True
04068,True
04069,True
04070,True
04072,True
04073,True
04074,True
04075,True
04076,True
04077,True
04079,True
04081,True
04084,True
04085,True
04086,True
04087,True
04088,True
04090,True
04091,True
04092,True
04093,True
04094,True
04095,True
04096,True
04097,True
04099,True
04101,True
04102,True
04104,True
04106,True
04107,True
04108,True
04109,True
04110,True
04111,True
04112,False
04113,True
04115,True
04116,True
04118,True
04120,True
04121,True
04122,True
04123,True
04124,True
04126,True
04127,False
04128,False
04129,True
04130,True
04132,True
04133,True
04134,True
04135,True
04136,True
04137,True
04138,True
04139,True
04140,True
04141,True
04142,True
04143,False
04144,True
04145,False
04148,True
04149,True
04150,True
04151,True
04152,False
04154,True
04155,True
04156,True
04157,True
04158,True
04159,True
04160,True
04161,True
04162,True
04163,True
04164,True
04166,True
04167,True
04169,True
04170,True
04171,True
04172,True
04173,True
04174,True
04175,True
04176,True
04177,True
04178,True
04179,True
04180,True
04181,True
04182,True
04183,True
04184,True
04186,True
04187,True
04188,True
04189,True
04190,True
04191,True
04192,True
04193,True
04194,True
04195,True
04197,False
04199,True
04200,False
04201,True
04202,True
04203,True
04204,True
04205,True
04206,True
04207,True
04208,True
04209,True
04210,True
04211,False
04214,True
04216,True
04217,True
04218,True
04219,True
04220,True
04222,True
04224,True
04226,True
04227,True
04228,True
04229,True
04230,True
04231,True
04233,True
04234,True
04235,True
04236,True
04237,True
04240,True
04241,True
04242,False
04244,True
04245,False
05001,True
05003,True
05004,True
05006,True
05007,True
05008,True
05009,True
05010,True
05011,True
05012,False
05013,True
05014,True
05016,True
05017,True
05018,True
05019,True
05021,True
05022,True
05023,True
05024,True
05025,True
05026,True
05027,True
05028,True
05029,True
05031,True
05032,True
05033,True
05035,True
05036,False
05037,True
05038,True
05039,True
05040,True
05044,False
05045,False
05046,False
05047,True
05048,True
05049,True
05050,True
05051,True
05052,False
05053,True
05054,True
05055,True
05056,True
05057,True
05058,True
05059,True
05060,True
05061,False
05062,True
05063,True
05064,True
05065,False
05066,True
05068,True
05070,True
05071,True
05072,True
05073,True
05074,True
05075,True
05076,True
05077,True
05078,True
05079,True
05080,True
05081,True
05082,False
05084,True
05085,True
05086,True
05087,True
05089,True
05090,True
05091,True
05092,True
05093,True
05094,True
05095,True
05096,True
05097,True
05098,False
05099,True
05100,True
05101,True
05102,True
05103,True
05104,True
05106,True
05107,True
05108,True
05109,False
05110,True
05111,True
05112,True
05113,True
05114,True
05115,True
05116,False
05117,True
05118,True
05119,False
05121,True
05122,True
05123,True
05124,True
05126,True
05127,True
05128,False
05129,True
05130,True
05131,True
05132,True
05133,True
05134,False
05135,True
05136,False
05139,True
05140,True
05142,True
05144,True
05145,True
05146,True
05147,True
05148,True
05149,True
05151,True
05152,True
05153,True
05154,True
05155,True
05156,False
05157,True
05158,True
05159,True
05160,True
05161,True
05162,True
05163,True
05164,True
05165,True
05166,True
05167,True
05168,True
05169,True
05170,True
05171,True
05172,True
05173,True
05174,True
05176,True
05177,False
05178,True
05179,True
05180,True
05181,True
05182,True
05183,True
05184,True
06001,True
06002,True
06003,True
06004,False
06005,True
06006,False
06007,False
06008,True
06009,False
06010,False
06011,False
06012,False
06013,True
06014,False
06015,False
06016,True
06017,False
06018,False
06019,False
06020,True
06021,False
06022,False
06023,False
06024,True
06025,False
06026,False
06027,False
06028,True
06029,False
06030,False
06031,False
06032,False
06033,False
06034,False
06035,False
06036,False
06037,False
06038,False
06039,False
06040,True
06041,False
06042,False
06043,False
06044,False
06045,True
06046,False
06047,False
06048,False
06049,False
06050,False
06051,True
06052,True
06053,True
06054,False
06055,False
06056,True
06057,False
06058,True
06059,False
06060,False
06061,False
06062,False
06063,True
06064,False
06065,False
06066,False
06067,False
06068,False
06069,False
06070,False
06071,True
06072,False
06073,True
06074,False
06075,False
06076,True
06077,False
06078,True
06079,False
06080,False
06081,True
06082,True
06083,False
06084,False
06085,False
06086,False
06087,True
06088,False
06089,False
06090,False
06091,False
06092,False
06093,True
06094,True
06095,False
06096,True
06097,True
06098,True
06099,True
06100,True
06101,True
06102,False
06103,True
06104,False
06105,False
06106,True
06107,False
06108,False
06109,False
06110,False
06111,False
06112,False
06113,False
06114,False
06115,True
06116,True
06117,False
06118,False
06119,True
06120,True
06121,False
06122,False
06123,False
06124,True
06125,True
06126,False
06127,True
06128,False
06129,False
06130,False
06131,True
06132,False
06133,True
06134,True
06135,True
06136,False
06137,False
06138,False
06139,True
06140,False
06141,True
06142,False
06143,True
06144,False
06145,True
06146,False
06147,False
06148,False
06149,False
06150,False
06151,False
06152,False
06153,False
06154,True
06155,False
06156,True
06157,False
06158,True
06159,False
06160,True
06161,False
06162,False
06163,False
07001,True
07002,False
07003,False
07004,True
07005,False
07006,True
07007,True
07008,False
07009,False
07010,False
07011,False
07012,True
07013,False
07014,True
07015,False
07017,True
07018,True
07019,False
07020,False
07022,False
07023,True
07024,True
07025,True
07026,True
07027,False
07028,True
07029,True
07030,True
07031,True
07032,True
07033,True
07034,False
07035,True
07036,False
07037,True
07038,True
07039,True
07040,False
07041,False
07042,False
07044,False
07045,True
07047,True
07048,True
07049,True
07050,True
07051,False
07052,True
07053,True
07054,True
07055,False
07056,False
07058,True
07059,False
07060,True
07061,True
07062,True
07063,False
07064,True
07065,True
07066,False
07067,False
07068,False
07069,True
07070,False
07071,True
07072,False
07073,True
07074,False
07075,True
07076,False
07077,True
07078,False
07079,True
07080,True
07081,True
07082,True
07083,True
07084,False
07085,True
07086,False
07087,True
07088,True
07089,False
07090,False
07091,False
07092,False
07093,True
07094,True
07095,True
07096,True
07097,False
07098,True
07099,False
07100,True
07101,True
07102,False
07103,True
07104,True
07105,True
07106,True
07107,True
07108,True
07109,True
07110,True
07111,False
07112,False
07113,True
07114,True
07115,True
07116,False
07117,True
07118,True
07119,True
07120,True
07121,True
07122,False
07123,True
07124,True
07126,True
07127,True
07128,True
07129,True
07130,True
07131,True
07132,True
07133,False
07134,True
07136,True
07137,True
07138,True
07139,False
07140,False
07141,False
07142,True
07143,False
07144,True
07145,True
07146,False
07147,True
07148,True
07149,True
07150,True
07151,True
07152,False
07153,True
07154,True
07155,False
07156,True
07157,False
07158,False
07159,True
07160,False
07161,True
07162,True
07163,True
07165,True
07166,True
07167,True
07168,True
07169,False
07170,True
07171,True
07172,False
07173,True
07174,False
07175,True
07176,True
07177,False
07178,True
07179,False
07181,False
07182,True
07183,True
07184,True
07185,True
07186,False
07187,True
07188,False
07189,True
07190,True
07191,False
07192,True
07193,True
07194,False
07195,True
07196,True
07197,False
07198,False
07199,True
07200,True
07201,True
07202,True
07203,True
07204,True
07205,True
07206,True
07207,True
07208,True
07209,True
07210,True
07211,True
07212,True
07213,True
07214,True
07215,True
07216,True
07217,False
07218,True
07219,False
07220,True
07221,False
07222,True
07223,True
07224,True
07225,False
07226,True
07227,False
07228,False
07229,False
07230,True
07231,False
07232,True
07233,True
07234,False
07235,True
07236,True
07237,False
07238,True
07239,True
07240,False
07241,True
07242,True
07243,False
07244,True
07245,False
07247,True
07248,True
07249,True
07250,True
07251,True
07253,True
07254,False
07255,False
07257,True
07258,False
07259,False
07260,False
07261,False
07262,True
07263,True
07264,False
07265,False
07266,True
07267,True
07268,False
07269,True
07270,False
07272,True
07273,True
07274,True
07275,True
07276,True
07277,True
07278,True
07279,False
07280,True
07281,False
07282,True
07283,False
07284,True
07285,True
07286,True
07287,True
07288,False
07289,False
07290,True
07291,True
07292,True
07293,True
07294,True
07295,True
07296,False
07297,True
07298,False
07299,True
07300,False
07301,True
07302,False
07303,True
07304,True
07305,True
07306,True
07307,True
07308,False
07309,True
07310,False
07311,True
07312,False
07313,False
07314,True
07315,True
07316,False
07317,False
07318,True
07319,False
07321,False
07322,True
07323,False
07324,False
07325,False
07326,True
07327,True
07328,True
07329,True
07330,True
07331,False
07332,False
07333,False
07334,True
07335,True
07336,True
07337,False
07338,True
07339,False
07340,False
07341,True
07342,False
07343,True
07344,False
07345,False
07346,False
07347,False
07348,True
07349,False
08001,True
08003,False
08004,True
08005,True
08006,True
08008,True
08010,True
08011,False
08013,True
08014,True
08015,True
08016,True
08017,True
08018,True
08019,True
08020,True
08021,True
08022,False
08023,True
08024,True
08025,True
08026,True
08027,True
08028,False
08029,True
08030,True
08031,True
08032,True
08033,True
08034,True
08035,True
08036,True
08037,True
08038,True
08039,True
08040,False
08041,True
08043,False
08044,True
08045,True
08046,True
08047,True
08048,True
08049,True
08052,True
08053,False
08055,True
08056,True
08057,True
08058,False
08059,True
08060,True
08061,True
08062,True
08063,True
08064,True
08065,True
08066,True
08067,True
08069,True
08070,True
08071,True
08073,True
08074,True
08075,True
08076,True
08077,True
08078,True
08080,True
08081,True
08082,True
08083,True
08084,True
08085,True
08086,True
08087,True
08088,True
08089,True
08090,True
08092,True
08094,True
08095,True
08096,False
08097,True
08098,True
08099,True
08100,True
08101,False
08102,True
08103,True
08104,True
08105,False
08106,False
08107,True
08109,True
08110,True
08111,True
08113,True
08115,True
08116,True
08117,True
08119,False
08120,True
08121,True
08122,False
08123,True
08124,True
08125,False
08126,True
08128,True
08130,True
08131,True
08132,True
08133,True
08134,True
08135,True
08136,False
08137,False
08138,True
08139,True
08140,False
08141,True
08142,False
08143,True
08144,True
08145,True
08146,True
08147,True
08148,True
08149,True
08150,True
08151,True
08153,True
08154,True
08155,True
08156,True
08158,False
08159,True
08160,True
08161,True
08162,True
08163,True
08164,True
08165,True
08166,False
08167,True
08168,True
08169,True
08170,False
08171,True
08172,True
08173,False
08174,False
08175,False
08176,True
08178,True
08179,False
08180,False
08182,True
08183,False
08184,True
08185,False
08186,True
08187,False
08188,False
08189,True
08190,False
08191,False
08192,True
08193,True
08194,False
08195,True
08196,True
08197,True
08198,True
08199,False
08200,True
08201,True
08202,True
08203,True
08204,True
08205,True
08206,True
08207,False
08208,True
08209,False
08210,True
08211,True
08212,True
08214,False
08215,True
08216,False
08217,True
08218,True
08219,True
08220,True
08222,False
08223,True
08225,True
08226,False
08228,True
08229,True
08230,False
08232,False
08233,True
08234,True
08235,False
08236,True
08237,True
08238,True
08239,True
08240,True
08242,True
08243,True
08244,True
08245,True
08246,True
08247,False
08248,True
08249,True
08250,True
08251,True
08252,True
08254,True
08255,True
08256,True
08257,True
08259,True
08260,True
08262,True
08263,False
08264,True
08268,True
08269,True
08271,True
08272,True
08273,True
08274,True
08275,True
08276,True
08277,True
08278,True
08279,True
08280,True
08281,True
08282,True
08283,True
08284,True
08286,True
08287,True
08288,True
08289,True
08291,True
08293,True
08294,False
08295,True
08296,True
08297,True
08298,False
08300,True
08301,True
08302,True
08303,True
08304,False
08305,True
08306,True
08307,True
08308,True
08309,True
08310,True
08311,True
08312,True
08313,True
08314,True
08315,True
08316,False
08317,True
08318,True
08319,True
08320,True
08321,True
08322,True
08323,True
08324,True
08325,True
08326,True
08327,False
08328,False
08329,True
08330,True
08331,False
08332,True
08333,True
08334,True
08335,True
08336,True
08338,True
08339,True
08340,True
08341,True
08342,False
08343,False
08344,True
08346,False
08347,True
08348,True
08349,True
08350,True
08351,True
08352,True
08353,False
08354,True
08355,True
08356,True
08357,True
08358,True
08360,True
08361,True
08362,True
08363,False
08364,True
08365,True
08366,True
08367,True
08368,True
08369,True
08370,True
08372,True
08373,True
08374,True
08375,True
08376,True
08377,False
08378,True
08379,True
08380,True
08381,True
08382,True
08383,True
08384,True
08385,False
08386,True
08387,True
08388,True
08389,True
08390,True
08391,False
08392,True
08393,True
08394,True
08395,True
08396,True
08397,True
08398,True
08399,True
08400,False
08401,True
08402,True
08403,True
08404,True
08405,True
08406,True
08407,True
08408,False
08409,False
08410,True
08411,True
08412,True
08413,True
08415,True
08416,True
08417,True
08418,True
08419,True
08420,True
08421,True
08422,True
08424,True
08425,True
08426,True
08427,True
08428,True
08429,True
08430,True
08431,True
08432,True
08433,True
08434,True
08435,True
08436,True
08437,True
08438,True
08439,True
08440,True
08444,True
08445,False
08446,True
08448,True
08449,True
08450,True
08451,True
08452,True
08453,True
08454,True
08455,True
08456,True
08457,False
08458,True
08459,True
08460,True
08461,True
08462,True
08463,True
08464,True
08465,True
08466,True
08467,True
08468,True
08469,True
08470,True
08471,True
08472,True
08473,True
08476,True
08477,True
08478,True
08479,True
